col_idx,item_text,code,count,pct
1,1. 您的性别是?（单选）,1,452,51.36363636363637
1,1. 您的性别是?（单选）,2,428,48.63636363636363
2,2. 您的年龄段是?（单选）,1,36,4.090909090909091
2,2. 您的年龄段是?（单选）,2,316,35.90909090909091
2,2. 您的年龄段是?（单选）,3,294,33.40909090909091
2,2. 您的年龄段是?（单选）,4,153,17.386363636363637
2,2. 您的年龄段是?（单选）,5,81,9.204545454545455
3,3. 您的教育程度是?（单选）,1,69,7.840909090909091
3,3. 您的教育程度是?（单选）,2,97,11.022727272727273
3,3. 您的教育程度是?（单选）,3,205,23.295454545454547
3,3. 您的教育程度是?（单选）,4,345,39.20454545454545
3,3. 您的教育程度是?（单选）,5,164,18.636363636363637
4,4. 您的职业是?（单选）,1,59,6.704545454545454
4,4. 您的职业是?（单选）,2,339,38.52272727272727
4,4. 您的职业是?（单选）,3,84,9.545454545454545
4,4. 您的职业是?（单选）,4,91,10.340909090909092
4,4. 您的职业是?（单选）,5,156,17.727272727272727
4,4. 您的职业是?（单选）,6,111,12.613636363636363
4,4. 您的职业是?（单选）,8,40,4.545454545454546
5,5. 您的月收入范围是?（单选）,1,140,15.909090909090908
5,5. 您的月收入范围是?（单选）,2,234,26.59090909090909
5,5. 您的月收入范围是?（单选）,3,312,35.45454545454545
5,5. 您的月收入范围是?（单选）,4,154,17.5
5,5. 您的月收入范围是?（单选）,5,40,4.545454545454546
6,6. 您平时是否有购买中医药保健品、养生茶饮或接受中医调理的习惯?（单选）,1,335,38.06818181818182
6,6. 您平时是否有购买中医药保健品、养生茶饮或接受中医调理的习惯?（单选）,2,270,30.681818181818183
6,6. 您平时是否有购买中医药保健品、养生茶饮或接受中医调理的习惯?（单选）,3,233,26.477272727272727
6,6. 您平时是否有购买中医药保健品、养生茶饮或接受中医调理的习惯?（单选）,4,42,4.7727272727272725
7,7. 您对“中医药+文旅”融合模式的了解程度是?（单选）,1,153,17.386363636363637
7,7. 您对“中医药+文旅”融合模式的了解程度是?（单选）,2,236,26.818181818181817
7,7. 您对“中医药+文旅”融合模式的了解程度是?（单选）,3,326,37.04545454545455
7,7. 您对“中医药+文旅”融合模式的了解程度是?（单选）,4,117,13.295454545454545
7,7. 您对“中医药+文旅”融合模式的了解程度是?（单选）,5,48,5.454545454545454
8,8. 您是否听说或到访过武汉“叶开泰中医药文化街区” ?（单选）,1,661,75.11363636363636
8,8. 您是否听说或到访过武汉“叶开泰中医药文化街区” ?（单选）,2,219,24.886363636363637
24,11. 您在街区的停留时长大约是?（单选）,1,205,23.295454545454547
24,11. 您在街区的停留时长大约是?（单选）,2,247,28.068181818181817
24,11. 您在街区的停留时长大约是?（单选）,3,315,35.79545454545455
24,11. 您在街区的停留时长大约是?（单选）,4,113,12.840909090909092
25,12. 您本次在街区的消费金额大约是?（单选）,1,194,22.045454545454547
25,12. 您本次在街区的消费金额大约是?（单选）,2,223,25.34090909090909
25,12. 您本次在街区的消费金额大约是?（单选）,3,287,32.61363636363637
25,12. 您本次在街区的消费金额大约是?（单选）,4,100,11.363636363636363
25,12. 您本次在街区的消费金额大约是?（单选）,5,76,8.636363636363637
90,20. 若有机会，您是否愿意前往叶开泰中医药文化街区游览?（单选）,1,53,6.0227272727272725
90,20. 若有机会，您是否愿意前往叶开泰中医药文化街区游览?（单选）,2,65,7.386363636363637
90,20. 若有机会，您是否愿意前往叶开泰中医药文化街区游览?（单选）,3,188,21.363636363636363
90,20. 若有机会，您是否愿意前往叶开泰中医药文化街区游览?（单选）,4,338,38.40909090909091
90,20. 若有机会，您是否愿意前往叶开泰中医药文化街区游览?（单选）,5,236,26.818181818181817
91,21. 您是否会向亲友推荐叶开泰中医药文化街区?（单选）,1,54,6.136363636363637
91,21. 您是否会向亲友推荐叶开泰中医药文化街区?（单选）,2,61,6.931818181818182
91,21. 您是否会向亲友推荐叶开泰中医药文化街区?（单选）,3,216,24.545454545454547
91,21. 您是否会向亲友推荐叶开泰中医药文化街区?（单选）,4,289,32.84090909090909
91,21. 您是否会向亲友推荐叶开泰中医药文化街区?（单选）,5,260,29.545454545454547
